CustomerID,Country,user_education,Gender,UsesAdvancedFeatures,AppEngagementSeconds,LastLoginDaysAgo,Profession,SubscriptionType,UsesVR,RenewSubscription,Age,DesignProjectScale,NumberOfDesigns,TutorialProgressionType,FrequencyOfDesignToolUsage,CustomerSupportCall
CUST00635,USA,Master's,Male,N,834,23,Architect,Pay-as-you-go,Y,Yes,39.0,Small,174,Beginner,Daily,Y
CUST00636,USA,Bachelor's,Female,N,1194,2,Interior Designer,Basic,Y,No,33.0,Large,119,Intermediate,Daily,Y
CUST00637,USA,Master's,Male,N,1566,2,Student,Basic,Y,No,45.0,Large,156,Intermediate,Weekly,Y
CUST00638,UK,Bachelor's,Female,N,878,34,Student,Basic,Y,No,42.0,Large,130,Beginner,Daily,Y
CUST00639,UK,Bachelor's,Female,N,213,0,Hobbyist,Basic,Y,No,24.0,Large,36,Beginner,Daily,Y
CUST00640,USA,Master's,Female,N,1712,127,Architect,Basic,N,No,24.0,Large,34,Beginner,Daily,Y
CUST00641,Azerbaijan,Bachelor's,Male,Y,3281,0,Hobbyist,Basic,Y,Yes,23.0,Small,140,Beginner,Daily,Y
CUST00642,USA,Bachelor's,Male,N,2652,6,Architect,Basic,Y,Yes,26.0,Small,50,Beginner,Weekly,N
CUST00643,USA,Bachelor's,Female,N,53191,23,Student,Basic,N,No,36.0,Large,35,Beginner,Daily,Y
CUST00644,USA,Bachelor's,Male,N,3189,162,Hobbyist,Basic,Y,Yes,54.0,Small,164,Beginner,Weekly,N
CUST00645,Turkey,Bachelor's,Male,N,162,6,Interior Designer,Basic,Y,No,33.0,Large,41,Beginner,Daily,Y
CUST00646,USA,Doctorate,Female,N,3993,4,Student,Basic,Y,Yes,34.0,Mixed-use,67,Advanced,Monthly,N
CUST00647,USA,Master's,Male,N,2953,0,Student,Basic,Y,No,38.0,Large,40,Intermediate,Weekly,Y
CUST00648,USA,Bachelor's,Female,N,30650,2,Interior Designer,Basic,Y,Yes,36.0,Mixed-use,38,Intermediate,Weekly,N
CUST00649,USA,Master's,Female,N,3510,5,Student,Basic,Y,Yes,27.0,Mixed-use,42,Advanced,Weekly,N
CUST00650,Canada,Bachelor's,Male,N,3363,17,Interior Designer,Basic,Y,No,29.0,Large,44,Intermediate,Daily,Y
CUST00651,USA,High School,Female,N,2377,6,Interior Designer,Basic,Y,No,37.0,Large,141,Beginner,Daily,Y
CUST00652,USA,Bachelor's,Female,Y,2016,162,Hobbyist,Basic,Y,No,29.0,Large,36,Intermediate,Weekly,Y
CUST00653,Turkey,Bachelor's,Male,N,756,12,Interior Designer,Basic,N,No,30.0,Large,66,Intermediate,Weekly,Y
CUST00654,USA,Master's,Male,N,421,10,Hobbyist,Basic,Y,Yes,29.0,Medium,86,Advanced,Monthly,N
CUST00655,UK,High School,Female,Y,964,4,Interior Designer,Basic,Y,No,39.0,Large,180,Intermediate,Daily,Y
CUST00656,USA,Master's,Female,N,3647,51,Interior Designer,Basic,Y,No,25.0,Large,52,Beginner,Daily,Y
CUST00657,Turkey,Bachelor's,Female,N,2477,30,Hobbyist,Premium,Y,No,29.0,Large,152,Beginner,Daily,Y
CUST00658,Turkey,Bachelor's,Female,N,91879,5,Architect,Basic,N,Yes,51.0,Small,55,Beginner,Weekly,N
CUST00659,USA,Bachelor's,Female,N,2432,111,Architect,Basic,Y,Yes,39.0,Mixed-use,182,Intermediate,Weekly,N
CUST00660,USA,Bachelor's,Female,N,298,8,Hobbyist,Basic,Y,No,25.0,Large,156,Intermediate,Weekly,Y
CUST00661,Canada,Doctorate,Female,N,2563,14,Architect,Basic,Y,No,35.0,Large,46,Beginner,Daily,Y
CUST00662,USA,Master's,Male,N,1737,44,Hobbyist,Basic,Y,Yes,26.0,Medium,64,Not Attended,Monthly,N
CUST00663,USA,Bachelor's,Male,N,1370,0,Interior Designer,Basic,Y,Yes,53.0,Mixed-use,140,Intermediate,Weekly,N
CUST00664,USA,Bachelor's,Female,N,56,8,Interior Designer,Basic,Y,No,24.0,Large,32,Beginner,Daily,Y
CUST00665,UK,Bachelor's,Male,N,2440,6,Hobbyist,Basic,Y,No,25.0,Large,182,Beginner,Daily,Y
CUST00666,Turkey,Master's,Male,N,93759,17,Student,Basic,Y,No,38.0,Large,62,Beginner,Daily,Y
CUST00667,USA,High School,Female,N,1433,13,Architect,Basic,Y,Yes,27.0,Small,54,Beginner,Weekly,Y
CUST00668,USA,Master's,Female,N,2950,9,Interior Designer,Pay-as-you-go,Y,No,45.0,Large,80,Beginner,Daily,Y
CUST00669,USA,Bachelor's,Female,N,5660,0,Architect,Basic,Y,No,35.0,Large,49,Beginner,Daily,Y
CUST00670,USA,Bachelor's,Female,N,992,8,Hobbyist,Basic,Y,No,44.0,Large,199,Beginner,Daily,Y
CUST00671,USA,Bachelor's,Male,N,1574,12,Interior Designer,Basic,Y,No,24.0,Large,126,Beginner,Daily,Y
CUST00672,USA,High School,Female,N,3361,7,Hobbyist,Basic,Y,Yes,24.0,Medium,151,Advanced,Monthly,N
CUST00673,USA,Master's,Male,N,111654,12,Architect,Pay-as-you-go,Y,Yes,34.0,Small,23,Beginner,Daily,Y
CUST00674,USA,Master's,Male,N,1318,11,Architect,Basic,Y,Yes,39.0,Small,147,Intermediate,Monthly,N
CUST00675,USA,Master's,Male,N,3188,12,Interior Designer,Basic,N,No,21.0,Large,133,Intermediate,Daily,Y
CUST00676,USA,Bachelor's,Female,N,3041,4,Interior Designer,Basic,Y,Yes,39.0,Mixed-use,83,Not Attended,Monthly,N
CUST00677,USA,Bachelor's,Male,N,987,32,Student,Basic,Y,No,36.0,Large,141,Beginner,Daily,Y
CUST00678,UK,Doctorate,Female,N,3206,13,Hobbyist,Basic,Y,No,38.0,Large,66,Beginner,Daily,Y
CUST00679,USA,Bachelor's,Female,N,413,13,Hobbyist,Basic,Y,Yes,27.0,Mixed-use,184,Not Attended,Monthly,N
CUST00680,USA,Bachelor's,Male,N,26126,3,Architect,Basic,Y,Yes,45.0,Medium,82,Advanced,Monthly,N
CUST00681,UK,High School,Female,Y,3638,26,Student,Basic,Y,Yes,22.0,Mixed-use,32,Advanced,Monthly,N
CUST00682,USA,High School,Female,N,33345,2,Architect,Basic,Y,Yes,35.0,Small,61,Beginner,Weekly,Y
CUST00683,USA,Bachelor's,Male,N,499,7,Hobbyist,Basic,Y,Yes,39.0,Small,35,Beginner,Daily,Y
CUST00684,UK,Bachelor's,Male,N,1970,4,Architect,Basic,Y,Yes,25.0,Mixed-use,59,Intermediate,Weekly,N
CUST00685,USA,Bachelor's,Male,N,1369,3,Student,Basic,Y,Yes,21.0,Mixed-use,28,Not Attended,Monthly,N
CUST00686,USA,Bachelor's,Male,N,1325,6,Architect,Basic,Y,Yes,48.0,Small,170,Intermediate,Monthly,N
CUST00687,USA,Master's,Male,N,582,29,Interior Designer,Basic,Y,No,40.0,Large,165,Intermediate,Weekly,Y
CUST00688,Turkey,Bachelor's,Female,N,2850,9,Interior Designer,Basic,Y,No,39.0,Large,84,Beginner,Daily,Y
CUST00689,USA,Bachelor's,Male,N,677,11,Interior Designer,Basic,Y,Yes,31.0,Mixed-use,35,Advanced,Weekly,N
CUST00690,USA,Master's,Female,N,107,5,Architect,Basic,Y,No,34.0,Large,175,Beginner,Daily,Y
CUST00691,USA,Bachelor's,Male,N,3875,14,Architect,Pay-as-you-go,Y,Yes,33.0,Small,167,Beginner,Weekly,N
CUST00692,USA,Master's,Female,N,1736,10,Hobbyist,Basic,Y,No,41.0,Large,12,Intermediate,Daily,Y
CUST00693,USA,Master's,Male,Y,2751,4,Interior Designer,Basic,Y,No,32.0,Large,18,Intermediate,Weekly,Y
CUST00694,USA,Master's,Female,N,2486,6,Architect,Basic,Y,No,25.0,Large,135,Beginner,Daily,Y
CUST00695,Turkey,High School,Female,N,1446,12,Architect,Premium,Y,No,25.0,Large,135,Beginner,Daily,Y
CUST00696,UK,Bachelor's,Male,N,5980,14,Architect,Basic,Y,Yes,45.0,Mixed-use,30,Intermediate,Weekly,N
CUST00697,Turkey,Master's,Female,Y,2963,115,Architect,Basic,Y,No,22.0,Large,158,Beginner,Daily,Y
CUST00698,Canada,Master's,Female,N,2043,39,Hobbyist,Basic,Y,No,38.0,Large,88,Intermediate,Weekly,Y
CUST00699,USA,Master's,Male,N,1929,5,Architect,Basic,Y,Yes,28.0,Small,147,Beginner,Daily,Y
CUST00700,USA,Master's,Female,N,463,93,Architect,Basic,Y,No,20.0,Large,160,Intermediate,Daily,Y
CUST00701,USA,Bachelor's,Female,N,4709,24,Architect,Basic,Y,No,39.0,Large,17,Intermediate,Weekly,Y
CUST00702,USA,High School,Female,N,1698,25,Hobbyist,Basic,Y,Yes,37.0,Small,140,Beginner,Daily,Y
CUST00703,USA,Doctorate,Female,Y,1130,8,Interior Designer,Basic,Y,No,31.0,Large,83,Beginner,Daily,Y
CUST00704,USA,Bachelor's,Male,Y,1082,9,Architect,Basic,Y,Yes,28.0,Small,73,Beginner,Daily,Y
CUST00705,Turkey,Master's,Female,N,1817,12,Architect,Basic,Y,No,48.0,Large,40,Beginner,Daily,Y
CUST00706,USA,Master's,Female,Y,1531,183,Interior Designer,Basic,Y,Yes,33.0,Mixed-use,63,Not Attended,Monthly,N
CUST00707,USA,Bachelor's,Female,N,1223,115,Hobbyist,Basic,Y,No,30.0,Large,126,Beginner,Daily,Y
CUST00708,Turkey,Bachelor's,Female,N,970,14,Hobbyist,Basic,Y,Yes,24.0,Mixed-use,152,Advanced,Monthly,N
CUST00709,Other,Bachelor's,Male,N,3227,72,Student,Basic,Y,No,24.0,Large,175,Beginner,Daily,Y
CUST00710,UK,Doctorate,Male,N,298041,37,Interior Designer,Basic,Y,Yes,39.0,Mixed-use,80,Intermediate,Weekly,N
CUST00711,UK,Bachelor's,Female,N,1955,4,Hobbyist,Basic,Y,Yes,30.0,Mixed-use,37,Advanced,Weekly,N
CUST00712,USA,Bachelor's,Male,Y,2064,8,Architect,Basic,Y,Yes,19.0,Small,35,Intermediate,Monthly,N
CUST00713,UK,Doctorate,Female,N,2050,1,Architect,Basic,Y,No,27.0,Large,171,Intermediate,Daily,Y
CUST00714,USA,High School,Male,N,416,159,Architect,Pay-as-you-go,Y,Yes,41.0,Small,155,Intermediate,Weekly,N
CUST00715,USA,Bachelor's,Female,N,1975,3,Architect,Basic,Y,No,37.0,Large,52,Beginner,Daily,Y
CUST00716,USA,Master's,Male,N,5198,9,Interior Designer,Basic,N,Yes,28.0,Mixed-use,153,Not Attended,Monthly,N
CUST00717,Azerbaijan,High School,Female,N,1280,72,Architect,Basic,Y,Yes,52.0,Mixed-use,162,Advanced,Monthly,N
CUST00718,Turkey,Master's,Female,N,4794,6,Hobbyist,Basic,Y,Yes,24.0,Mixed-use,160,Not Attended,Monthly,N
CUST00719,UK,Bachelor's,Male,N,53698,0,Student,Basic,Y,No,23.0,Large,141,Beginner,Daily,Y
CUST00720,USA,Master's,Female,N,298,11,Student,Basic,N,Yes,22.0,Mixed-use,42,Advanced,Weekly,N
CUST00721,Turkey,Bachelor's,Female,N,1968,12,Student,Basic,Y,Yes,26.0,Mixed-use,175,Not Attended,Monthly,N
CUST00722,USA,Master's,Female,N,3815,13,Architect,Basic,Y,No,38.0,Large,174,Beginner,Daily,Y
CUST00723,Turkey,High School,Male,N,2812,23,Architect,Basic,Y,Yes,28.0,Small,67,Beginner,Daily,Y
CUST00724,Turkey,Doctorate,Male,N,23885,5,Hobbyist,Pay-as-you-go,Y,Yes,30.0,Medium,48,Advanced,Monthly,N
CUST00725,Turkey,Master's,Female,N,2886,15,Architect,Basic,Y,No,21.0,Large,148,Intermediate,Weekly,Y
CUST00726,Turkey,Master's,Male,N,3425,3,Interior Designer,Basic,Y,Yes,45.0,Mixed-use,22,Advanced,Monthly,N
CUST00727,USA,Bachelor's,Male,Y,704,13,Interior Designer,Basic,Y,No,42.0,Large,109,Beginner,Daily,Y
CUST00728,USA,High School,Male,N,660,9,Interior Designer,Basic,N,Yes,30.0,Mixed-use,38,Advanced,Weekly,N
CUST00729,USA,High School,Female,Y,4792,8,Hobbyist,Basic,Y,Yes,30.0,Small,179,Beginner,Weekly,Y
CUST00730,Canada,Bachelor's,Female,N,1259,1,Architect,Basic,Y,No,32.0,Large,171,Beginner,Daily,Y
CUST00731,USA,Bachelor's,Female,N,2091,52,Hobbyist,Basic,Y,No,34.0,Large,133,Beginner,Daily,Y
CUST00732,USA,High School,Male,N,28279,32,Hobbyist,Basic,N,Yes,33.0,Medium,125,Advanced,Monthly,N
CUST00733,USA,Bachelor's,Male,N,2377,11,Interior Designer,Pay-as-you-go,Y,Yes,34.0,Mixed-use,45,Intermediate,Weekly,N
CUST00734,USA,Doctorate,Female,N,457,13,Interior Designer,Basic,Y,No,30.0,Large,176,Intermediate,Weekly,Y
CUST00735,USA,Doctorate,Male,N,206,1,Hobbyist,Pay-as-you-go,Y,Yes,24.0,Small,58,Beginner,Weekly,N
CUST00736,Canada,Master's,Female,N,1838,10,Student,Basic,Y,Yes,34.0,Mixed-use,19,Advanced,Monthly,N
CUST00737,USA,Master's,Female,N,3358,2,Architect,Basic,Y,No,29.0,Large,36,Beginner,Daily,Y
CUST00738,USA,Master's,Female,N,3484,179,Hobbyist,Basic,Y,Yes,32.0,Mixed-use,27,Advanced,Monthly,N
CUST00739,Turkey,Bachelor's,Female,N,1222,3,Architect,Pay-as-you-go,Y,Yes,22.0,Small,196,Intermediate,Weekly,N
CUST00740,USA,High School,Male,Y,819,2,Interior Designer,Basic,Y,No,29.0,Large,42,Beginner,Daily,Y
CUST00741,Azerbaijan,High School,Female,N,1466,2,Hobbyist,Basic,N,No,26.0,Large,151,Intermediate,Daily,Y
CUST00742,USA,High School,Female,N,603,10,Interior Designer,Basic,Y,No,37.0,Large,28,Beginner,Daily,Y
CUST00743,UK,Doctorate,Male,N,3393,13,Hobbyist,Basic,Y,Yes,33.0,Mixed-use,47,Advanced,Weekly,N
CUST00744,UK,Bachelor's,Female,Y,1154,10,Interior Designer,Basic,Y,No,27.0,Large,73,Intermediate,Weekly,Y
CUST00745,Turkey,High School,Female,N,4181,2,Hobbyist,Pay-as-you-go,Y,No,27.0,Large,55,Beginner,Daily,Y
CUST00746,USA,Master's,Female,N,620,2,Hobbyist,Basic,Y,Yes,35.0,Mixed-use,72,Advanced,Monthly,N
CUST00747,USA,High School,Female,N,3951,27,Student,Pay-as-you-go,Y,No,35.0,Large,65,Beginner,Daily,Y
CUST00748,UK,Doctorate,Female,Y,1827,27,Hobbyist,Basic,Y,No,32.0,Large,153,Intermediate,Weekly,Y
CUST00749,Azerbaijan,Bachelor's,Female,N,84,4,Interior Designer,Basic,Y,Yes,36.0,Mixed-use,148,Not Attended,Monthly,N
CUST00750,USA,Master's,Male,N,1781,29,Interior Designer,Pay-as-you-go,Y,Yes,43.0,Mixed-use,152,Intermediate,Weekly,N
CUST00751,USA,Bachelor's,Female,N,4633,11,Interior Designer,Basic,Y,No,26.0,Large,108,Beginner,Daily,Y
CUST00752,USA,Master's,Male,N,1183,74,Hobbyist,Basic,Y,Yes,22.0,Medium,157,Not Attended,Monthly,N
CUST00753,USA,Bachelor's,Female,Y,1222,9,Hobbyist,Basic,Y,Yes,37.0,Mixed-use,31,Intermediate,Weekly,N
CUST00754,USA,Bachelor's,Male,N,3537,2,Student,Basic,Y,No,27.0,Large,151,Beginner,Daily,Y
CUST00755,USA,Bachelor's,Female,N,2913,47,Architect,Basic,Y,No,37.0,Large,50,Beginner,Daily,Y
CUST00756,USA,High School,Female,N,1911,1,Architect,Basic,Y,Yes,38.0,Medium,40,Advanced,Monthly,N
CUST00757,USA,Doctorate,Male,Y,2323,21,Interior Designer,Basic,Y,Yes,34.0,Mixed-use,34,Intermediate,Weekly,N
CUST00758,USA,Master's,Male,N,536,1,Hobbyist,Basic,Y,Yes,27.0,Small,118,Intermediate,Monthly,N
CUST00759,UK,Doctorate,Female,N,1583,4,Hobbyist,Basic,Y,Yes,20.0,Mixed-use,158,Advanced,Monthly,N
CUST00760,UK,High School,Female,Y,1426,11,Hobbyist,Basic,Y,Yes,23.0,Medium,125,Advanced,Monthly,N
CUST00761,UK,Master's,Male,Y,598,6,Architect,Basic,Y,No,25.0,Large,73,Beginner,Daily,Y
CUST00762,USA,Master's,Female,N,895,44,Architect,Basic,Y,No,35.0,Large,31,Beginner,Daily,Y
CUST00763,Turkey,Bachelor's,Female,N,1551,12,Other,Basic,Y,No,45.0,Large,138,Beginner,Daily,Y
CUST00764,USA,Bachelor's,Female,N,3537,7,Hobbyist,Basic,Y,Yes,25.0,Mixed-use,170,Advanced,Weekly,N
CUST00765,USA,Bachelor's,Female,N,1393,9,Interior Designer,Basic,Y,No,33.0,Large,58,Beginner,Daily,Y
CUST00766,USA,Master's,Female,Y,1787,6,Hobbyist,Basic,Y,No,29.0,Large,34,Intermediate,Weekly,Y
CUST00767,USA,Doctorate,Female,N,1251,1,Architect,Basic,Y,Yes,26.0,Mixed-use,156,Advanced,Weekly,N
CUST00768,USA,Bachelor's,Female,N,1573,8,Hobbyist,Basic,Y,Yes,39.0,Mixed-use,148,Advanced,Monthly,N
CUST00769,USA,Master's,Female,N,1654,112,Hobbyist,Basic,Y,No,42.0,Large,56,Beginner,Daily,Y
CUST00770,UK,High School,Male,N,3615,12,Hobbyist,Basic,Y,Yes,34.0,Medium,149,Advanced,Monthly,N
CUST00771,UK,Master's,Male,Y,2122,9,Interior Designer,Basic,Y,No,37.0,Large,39,Beginner,Daily,Y
CUST00772,Turkey,Bachelor's,Female,N,2098,11,Student,Basic,Y,Yes,33.0,Mixed-use,150,Advanced,Monthly,N
CUST00773,USA,Bachelor's,Male,N,1996,1,Student,Basic,Y,No,31.0,Large,140,Beginner,Daily,Y
CUST00774,UK,Master's,Female,N,555,32,Hobbyist,Basic,Y,No,44.0,Large,143,Beginner,Daily,Y
CUST00775,USA,Bachelor's,Male,N,93018,9,Hobbyist,Basic,Y,Yes,24.0,Medium,174,Advanced,Monthly,N
CUST00776,USA,Bachelor's,Female,N,2614,41,Interior Designer,Basic,Y,No,24.0,Large,19,Beginner,Daily,Y
CUST00777,USA,Master's,Female,N,3107,9,Student,Basic,Y,No,20.0,Large,146,Beginner,Daily,Y
CUST00778,USA,Doctorate,Female,N,1316,4,Student,Basic,Y,Yes,35.0,Mixed-use,18,Advanced,Weekly,N
CUST00779,Azerbaijan,Master's,Female,N,2483,8,Student,Basic,Y,Yes,37.0,Mixed-use,145,Advanced,Weekly,N
CUST00780,USA,Master's,Female,N,1113,32,Architect,Basic,Y,Yes,32.0,Mixed-use,164,Intermediate,Weekly,N
CUST00781,USA,Bachelor's,Male,N,3656,29,Interior Designer,Pay-as-you-go,Y,Yes,35.0,Mixed-use,60,Intermediate,Weekly,N
CUST00782,UK,Master's,Female,N,2569,8,Hobbyist,Basic,Y,No,26.0,Large,38,Intermediate,Weekly,Y
CUST00783,UK,Bachelor's,Female,N,4879,2,Architect,Basic,Y,No,28.0,Large,156,Beginner,Daily,Y
CUST00784,USA,Master's,Female,N,2367,22,Student,Basic,N,No,30.0,Large,54,Beginner,Daily,Y
CUST00785,Canada,Master's,Female,N,1145,1,Student,Basic,N,No,24.0,Large,29,Beginner,Daily,Y
CUST00786,UK,High School,Female,N,1522,18,Architect,Pay-as-you-go,Y,Yes,25.0,Medium,9,Not Attended,Monthly,N
CUST00787,USA,Master's,Female,N,4403,12,Student,Basic,Y,No,33.0,Large,159,Intermediate,Weekly,Y
CUST00788,Turkey,Doctorate,Male,N,412,5,Interior Designer,Basic,N,No,25.0,Large,13,Intermediate,Daily,Y
CUST00789,USA,Bachelor's,Male,Y,21915,12,Interior Designer,Basic,Y,No,36.0,Large,176,Intermediate,Daily,Y
CUST00790,USA,Master's,Male,N,2546,23,Architect,Pay-as-you-go,N,Yes,44.0,Medium,134,Not Attended,Monthly,N
CUST00791,USA,Bachelor's,Male,N,974,154,Interior Designer,Basic,Y,No,29.0,Large,104,Beginner,Daily,Y
CUST00792,USA,High School,Female,N,1229,5,Architect,Basic,Y,Yes,32.0,Small,125,Intermediate,Monthly,N
CUST00793,Turkey,Bachelor's,Female,N,2808,38,Architect,Basic,Y,No,22.0,Large,163,Intermediate,Weekly,Y
CUST00794,USA,Master's,Female,N,4005,8,Architect,Basic,Y,Yes,24.0,Mixed-use,27,Intermediate,Weekly,N
CUST00795,UK,Master's,Female,N,531,47,Interior Designer,Basic,Y,No,23.0,Large,59,Beginner,Daily,Y
CUST00796,USA,Master's,Male,N,1536,7,Student,Basic,N,Yes,33.0,Mixed-use,29,Advanced,Monthly,N
CUST00797,USA,Bachelor's,Female,N,1561,9,Interior Designer,Basic,Y,Yes,38.0,Mixed-use,61,Not Attended,Monthly,N
CUST00798,Turkey,Master's,Female,N,1957,0,Architect,Basic,Y,No,26.0,Large,124,Intermediate,Weekly,Y
CUST00799,USA,Bachelor's,Male,N,520,16,Architect,Basic,Y,Yes,41.0,Medium,133,Intermediate,Monthly,N
CUST00800,USA,High School,Male,N,372064,37,Hobbyist,Basic,Y,Yes,44.0,Medium,34,Not Attended,Monthly,N
CUST00801,UK,High School,Female,Y,69947,5,Architect,Basic,Y,Yes,30.0,Medium,189,Advanced,Monthly,N
CUST00802,USA,High School,Male,N,932,20,Architect,Basic,Y,Yes,33.0,Small,128,Beginner,Daily,Y
CUST00803,USA,Bachelor's,Female,N,2187,4,Architect,Basic,Y,No,31.0,Large,47,Intermediate,Weekly,Y
CUST00804,UK,Bachelor's,Female,Y,10003,32,Interior Designer,Basic,Y,Yes,32.0,Mixed-use,34,Intermediate,Weekly,N
CUST00805,Azerbaijan,Bachelor's,Male,Y,2726,5,Architect,Basic,Y,Yes,20.0,Small,164,Intermediate,Weekly,N
CUST00806,USA,Doctorate,Female,N,4220,10,Architect,Basic,Y,Yes,30.0,Mixed-use,102,Advanced,Weekly,N
CUST00807,USA,Bachelor's,Female,N,1817,183,Hobbyist,Basic,Y,Yes,19.0,Mixed-use,138,Not Attended,Monthly,N
CUST00808,USA,Master's,Female,N,1602,84,Architect,Basic,N,Yes,40.0,Mixed-use,114,Not Attended,Monthly,N
CUST00809,USA,Bachelor's,Female,N,1809,8,Hobbyist,Basic,Y,No,40.0,Large,8,Intermediate,Daily,Y
CUST00810,UK,Doctorate,Female,N,3477,8,Architect,Basic,Y,No,29.0,Large,126,Beginner,Daily,Y
CUST00811,USA,Bachelor's,Male,N,869,52,Architect,Basic,Y,Yes,46.0,Medium,126,Not Attended,Monthly,N
CUST00812,USA,Master's,Female,N,2569,8,Student,Pay-as-you-go,Y,Yes,49.0,Mixed-use,37,Advanced,Monthly,N
CUST00813,USA,Bachelor's,Male,N,2945,14,Architect,Pay-as-you-go,Y,Yes,29.0,Small,175,Beginner,Daily,Y
CUST00814,USA,Master's,Female,N,5664,1,Hobbyist,Basic,Y,Yes,38.0,Mixed-use,89,Not Attended,Monthly,N
CUST00815,Turkey,Bachelor's,Male,N,3028,13,Student,Basic,Y,Yes,44.0,Mixed-use,52,Advanced,Monthly,N
CUST00816,UK,Bachelor's,Female,N,2573,1,Hobbyist,Basic,Y,Yes,27.0,Small,125,Intermediate,Monthly,N
CUST00817,USA,Bachelor's,Male,N,3236,12,Interior Designer,Basic,Y,No,22.0,Large,56,Intermediate,Weekly,Y
CUST00818,Turkey,Bachelor's,Male,N,16356,3,Architect,Basic,N,Yes,33.0,Small,47,Beginner,Weekly,N
CUST00819,USA,Master's,Female,N,644,23,Architect,Basic,Y,No,34.0,Large,135,Beginner,Daily,Y
CUST00820,UK,Bachelor's,Male,N,4376,6,Hobbyist,Basic,Y,No,34.0,Large,123,Beginner,Daily,Y
CUST00821,Azerbaijan,Master's,Female,N,5953,9,Architect,Basic,Y,Yes,28.0,Mixed-use,74,Advanced,Monthly,N
CUST00822,USA,Doctorate,Male,N,772,1,Architect,Basic,Y,Yes,29.0,Small,139,Beginner,Daily,Y
CUST00823,UK,Master's,Female,N,2514,28,Interior Designer,Basic,Y,No,21.0,Large,53,Beginner,Daily,Y
CUST00824,USA,Bachelor's,Male,N,532,1,Architect,Basic,Y,Yes,32.0,Small,53,Beginner,Weekly,N
CUST00825,UK,Bachelor's,Female,N,5178,1,Hobbyist,Basic,Y,No,46.0,Large,12,Intermediate,Weekly,Y
CUST00826,USA,Master's,Female,N,19306,10,Hobbyist,Premium,Y,Yes,37.0,Mixed-use,198,Not Attended,Monthly,N
CUST00827,Azerbaijan,Master's,Female,N,1224,120,Student,Basic,Y,No,22.0,Large,46,Beginner,Daily,Y
CUST00828,UK,Bachelor's,Female,Y,2861,13,Interior Designer,Basic,Y,No,26.0,Large,113,Beginner,Daily,Y
CUST00829,USA,Master's,Female,N,2566,10,Architect,Basic,Y,Yes,27.0,Mixed-use,36,Advanced,Weekly,N
CUST00830,Turkey,Master's,Male,N,2485,6,Student,Basic,N,No,41.0,Large,126,Intermediate,Daily,Y
CUST00831,Turkey,High School,Male,N,373,38,Interior Designer,Basic,Y,No,51.0,Large,11,Beginner,Daily,Y
CUST00832,USA,Bachelor's,Male,N,2333,6,Interior Designer,Basic,Y,No,24.0,Large,33,Intermediate,Daily,Y
CUST00833,Azerbaijan,Master's,Female,N,-17,2,Interior Designer,Basic,Y,No,36.0,Large,62,Beginner,Daily,Y
CUST00834,USA,Master's,Female,N,1250,149,Architect,Basic,N,No,38.0,Large,145,Beginner,Daily,Y
CUST00835,USA,Bachelor's,Male,N,2316,1,Architect,Basic,Y,Yes,20.0,Small,125,Intermediate,Weekly,N
CUST00836,USA,Master's,Female,N,1077,13,Architect,Basic,Y,No,26.0,Large,54,Intermediate,Daily,Y
CUST00837,USA,Master's,Male,N,2309,49,Architect,Basic,Y,Yes,44.0,Medium,142,Not Attended,Monthly,N
CUST00838,UK,Bachelor's,Male,N,2007,40,Architect,Basic,Y,No,20.0,Large,44,Beginner,Daily,Y
CUST00839,Canada,Master's,Female,N,1885,8,Hobbyist,Basic,Y,No,23.0,Large,165,Intermediate,Weekly,Y
CUST00840,USA,High School,Female,N,4537,1,Hobbyist,Pay-as-you-go,Y,Yes,50.0,Medium,173,Intermediate,Monthly,N
CUST00841,USA,Master's,Female,N,2364,2,Student,Basic,Y,No,34.0,Large,61,Beginner,Daily,Y
CUST00842,USA,High School,Male,N,8315,6,Interior Designer,Basic,Y,Yes,26.0,Mixed-use,171,Intermediate,Weekly,N
CUST00843,UK,Doctorate,Male,Y,814,166,Architect,Basic,Y,No,28.0,Large,162,Beginner,Daily,Y
CUST00844,USA,Bachelor's,Male,N,2228,5,Hobbyist,Basic,Y,Yes,37.0,Medium,84,Not Attended,Monthly,N
CUST00845,USA,High School,Female,N,90533,55,Architect,Basic,Y,Yes,43.0,Small,49,Beginner,Daily,Y
CUST00846,USA,Bachelor's,Female,N,1386,5,Student,Basic,Y,No,43.0,Large,80,Intermediate,Daily,Y
CUST00847,USA,Master's,Male,Y,2610,28,Interior Designer,Basic,Y,No,23.0,Large,150,Beginner,Daily,Y
CUST00848,Turkey,Master's,Male,N,1063,12,Interior Designer,Pay-as-you-go,Y,Yes,31.0,Mixed-use,51,Not Attended,Monthly,N
CUST00849,USA,High School,Male,N,1640,7,Interior Designer,Pay-as-you-go,Y,No,26.0,Large,51,Intermediate,Weekly,Y
CUST00850,Canada,Master's,Female,N,1531,2,Hobbyist,Basic,Y,No,26.0,Large,21,Intermediate,Weekly,Y
CUST00851,USA,Bachelor's,Male,N,4077,10,Architect,Pay-as-you-go,Y,Yes,31.0,Small,46,Beginner,Daily,Y
CUST00852,UK,Bachelor's,Female,N,1432,0,Other,Basic,Y,Yes,37.0,Mixed-use,180,Advanced,Weekly,N
CUST00853,USA,Master's,Male,N,2328,12,Architect,Pay-as-you-go,Y,Yes,24.0,Small,75,Beginner,Weekly,Y
